Area Code,Day Mins,State,Prob,Eve Mins,Population variance of CustServ Calls,Population variance of Intl Mins
415,175.6,MN,0.007509021,161.8,0,0
415,174.4,MN,0.006111445,169.9,0,0
510,170.7,MN,0.438028147,179.1,0,0
415,170.7,MN,0.062199567,191.1,0,0
415,164.1,MN,0.002950699,206,0,0
408,162.6,MN,2.220446049e-16,154,0,0
415,159.9,MN,0.132454517,179.9,0,0
408,158.9,MN,2.220446049e-16,242.8,0,0
510,158.1,MN,0.210759588,322.2,0,0
510,157.8,MN,0.723253263,203.2,0,0
408,156.4,MN,2.220446049e-16,185.5,0,0
408,155.2,MN,3.812256976e-11,135.9,0,0
408,153.2,MN,2.220446049e-16,263.3,0,0
408,152.1,MN,2.220446049e-16,121,0,0
415,149.2,MN,0.003980303,260.7,0,0
415,147.1,MN,0.001361591,190.4,0,0
415,145.7,MN,0.051369716,220.5,0,0
415,143.2,MN,0.074879669,209.1,0,0
415,140.1,MN,0.001371267,231.4,0,0
510,134.4,MN,0.870935814,211.3,0,0
415,133.8,MN,0.000167517,158.8,0,0
415,130.1,MN,0.006116445,247.2,0,0
408,128.8,MN,2.220446049e-16,203.9,0,0
408,125.2,MN,2.220446049e-16,206.4,0,0
510,122,MN,0.137947208,220.2,0,0
510,121.5,MN,0.352962522,253,0,0
415,107.9,MN,0.001781012,235.8,0,0
415,105.8,MN,0.000212741,43.9,0,0
510,96.2,MN,0.024168989,178.9,0,0
510,81.7,MN,0.904194726,210.2,0,0
415,74.3,MN,0.008266933,177.3,0,0
415,72.8,MN,2.654888339e-05,186.4,0,0
408,50.6,MN,2.220446049e-16,201.4,0,0
415,335.5,MO,0.396645259,212.5,0,0
415,281.1,MO,0.133134809,143.7,0,0
415,272.5,MO,0.493933484,253,0,0
408,261.7,MO,1.000000000,210.6,0,0
510,246.8,MO,1.398888924e-11,187.8,0,0
415,244.8,MO,0.238126805,60.8,0,0
415,234,MO,0.080113880,249.5,0,0
408,222.7,MO,2.398006106e-11,105.8,0,0
510,221.7,MO,4.236788052e-11,193,0,0
415,221.2,MO,0.058039166,213.6,0,0
408,219.1,MO,2.683559502e-12,151.5,0,0
408,207.6,MO,4.622330679e-13,152.7,0,0
415,206.9,MO,0.050843246,244.7,0,0
408,206.2,MO,2.938575511e-12,211.2,0,0
415,202.4,MO,0.189466455,230.7,0,0
408,199.1,MO,6.179464844e-11,221.8,0,0
415,190.1,MO,0.043448938,223.2,0,0
510,189,MO,7.676884605e-12,118.5,0,0
415,184.5,MO,0.250640667,200.5,0,0
415,178.7,MO,0.047393984,233.7,0,0
415,178.5,MO,0.148184370,146.9,0,0
415,172.1,MO,0.075448160,211.7,0,0
415,171.2,MO,0.013939412,243.5,0,0
415,165.9,MO,0.019422932,235.9,0,0
510,165.8,MO,1,190,0,0
415,165.5,MO,0.130775164,286.2,0,0
408,159.3,MO,2.220446049e-16,170.6,0,0
415,157,MO,0.019345615,103.1,0,0
415,156.4,MO,0.061615637,130.4,0,0
415,154,MO,0.103039195,329.8,0,0
415,149.4,MO,0.042926095,196.5,0,0
408,142.6,MO,5.852767856e-11,208.2,0,0
415,137.2,MO,0.006184404,165.9,0,0
510,135.8,MO,2.220446049e-16,222.5,0,0
415,135.2,MO,0.013993297,152.5,0,0
415,133.5,MO,0.110713236,219.6,0,0
510,129.7,MO,1.000000000,177.5,0,0
415,121.1,MO,0.035697873,186.4,0,0
415,114.4,MO,0.112914062,78.3,0,0
510,113.7,MO,7.208798924e-11,157.5,0,0
408,109.5,MO,2.220446049e-16,332.1,0,0
408,101.2,MO,2.220446049e-16,141.6,0,0
415,97.4,MO,0.064785991,203.6,0,0
415,92.4,MO,0.059227864,219,0,0
408,51.1,MO,2.220446049e-16,208.6,0,0
510,313.2,MS,1.000000000,216.3,0,0
415,303.2,MS,0.335963311,170.5,0,0
408,294.7,MS,0.533900296,294.6,0,0
415,281.2,MS,0.557677401,178.2,0,0
415,277.9,MS,0.171132690,155.8,0,0
510,273.5,MS,4.231150589e-11,183.8,0,0
510,268.8,MS,2.220446049e-16,246.6,0,0
510,261.2,MS,2.166278828e-10,214.2,0,0
510,257.2,MS,8.711340804e-12,224.3,0,0
415,256.5,MS,0.297217454,199.5,0,0
408,236.2,MS,0.700229869,218.6,0,0
408,230,MS,0.677504992,103.2,0,0
415,227.8,MS,0.240983169,169.5,0,0
510,224.2,MS,2.220446049e-16,243.3,0,0
415,217.3,MS,0.497977684,216.1,0,0
408,212.1,MS,0.679741261,209.4,0,0
510,203.9,MS,2.220446049e-16,191.8,0,0
408,198.5,MS,0.223175698,270.6,0,0
510,187.5,MS,1.000000000,146.6,0,0
510,175.9,MS,2.220446049e-16,188.3,0,0
415,174.6,MS,0.347616328,176.6,0,0
408,173.2,MS,0.432130026,131.2,0,0
415,170.9,MS,0.283223801,132.3,0,0
415,170.8,MS,0.783941644,199.5,0,0
415,166.5,MS,0.118986883,236.2,0,0
510,164.1,MS,2.220446049e-16,219.1,0,0
408,163,MS,0.094108898,203.9,0,0
408,162.6,MS,0.398724736,206.2,0,0
415,160,MS,0.057241916,184.5,0,0
510,155.4,MS,2.220446049e-16,290.9,0,0
415,154.4,MS,0.028607248,221.4,0,0
408,148.4,MS,0.024434485,267.1,0,0
510,147.2,MS,2.220446049e-16,192.8,0,0
510,147.1,MS,2.220446049e-16,200,0,0
415,144.8,MS,0.090249512,112.5,0,0
415,136.1,MS,0.017546602,272.9,0,0
415,131.6,MS,0.330526329,179.3,0,0
415,129.3,MS,0.397340411,202.8,0,0
408,127.4,MS,0.015279248,103.3,0,0
415,126.3,MS,0.124051454,209.6,0,0
415,125.5,MS,0.263641196,128.9,0,0
415,117.3,MS,0.445962954,208.7,0,0
408,108.6,MS,0.220770491,209.9,0,0
415,101.4,MS,0.073824441,159.1,0,0
415,94.1,MS,0.013488411,147.6,0,0
415,87.7,MS,0.063438140,214.8,0,0
415,82.3,MS,0.960721201,256.1,0,0
510,75.3,MS,2.220446049e-16,179.9,0,0
415,70.7,MS,0.498639821,157.5,0,0
408,273.2,MT,0.290021442,211.1,0,0
415,272.6,MT,0.223395238,248.7,0,0
408,264.7,MT,0.667865506,305,0,0
415,253,MT,0.020624401,219.3,0,0
415,252.9,MT,0.746849075,177.9,0,0
408,252.7,MT,0.721486386,221.1,0,0
510,240.4,MT,2.220446049e-16,118.9,0,0
408,240.2,MT,0.458583286,153,0,0
415,236.8,MT,0.169750566,263.4,0,0
408,236.6,MT,0.117904464,220.9,0,0
415,236.4,MT,0.677070562,287.3,0,0
415,230.9,MT,0.359022564,167.6,0,0
415,215.9,MT,0.029313118,240.1,0,0
408,213.2,MT,0.041692702,120.7,0,0
415,198.1,MT,0.310111405,156.7,0,0
415,197.3,MT,0.132873460,141.1,0,0
408,195.1,MT,0.019262511,148.8,0,0
510,193.8,MT,2.220446049e-16,118.9,0,0
415,191.7,MT,0.006448610,241.4,0,0
510,189.8,MT,2.220446049e-16,147.7,0,0
415,187.1,MT,0.023844496,250.2,0,0
510,184.2,MT,2.220446049e-16,167.5,0,0
415,184.2,MT,0.083619323,312.6,0,0
510,183,MT,3.167019119e-11,214.8,0,0
510,175.7,MT,2.220446049e-16,258.9,0,0
408,174.1,MT,0.713475059,251.1,0,0
415,172.3,MT,0.400597617,174,0,0
510,163.5,MT,2.220446049e-16,143.7,0,0
415,162.7,MT,0.000200255,292,0,0
510,161.9,MT,1.725320956e-11,151.2,0,0
510,160,MT,2.220446049e-16,189.4,0,0
510,156.6,MT,2.885897969e-11,247.6,0,0
415,154.4,MT,0.076369468,217.2,0,0
415,153.4,MT,0.917588132,151.4,0,0
510,153.2,MT,2.220446049e-16,229.7,0,0
408,152.9,MT,0.002735514,213.2,0,0
415,151.5,MT,0.027535322,248.7,0,0
408,151.1,MT,0.002479909,244.7,0,0
415,145,MT,0.103669417,209.1,0,0
510,143.2,MT,1.000000000,88.1,0,0
408,142.3,MT,0.000518831,122.8,0,0
408,141.8,MT,0.016752646,167.3,0,0
415,137.5,MT,0.003199729,203.2,0,0
415,135.9,MT,0.001105783,233.2,0,0
510,134.9,MT,3.461427651e-12,211.5,0,0
415,134.3,MT,0.092487086,202.3,0,0
408,134.3,MT,0.002315978,155.5,0,0
415,133.9,MT,0.148497302,166.4,0,0
408,131.2,MT,0.000742880,106.5,0,0
415,121.7,MT,0.777910212,125.8,0,0
408,118.9,MT,0.003950705,228.3,0,0
415,117.6,MT,3.810183445e-05,196.3,0,0
415,113.3,MT,0.504780878,197.9,0,0
510,110.5,MT,1.000000000,208.3,0,0
415,97.6,MT,0.001457651,105.5,0,0
415,97.5,MT,0.161640244,268.1,0,0
408,89.8,MT,0.940212181,233.2,0,0
415,322.3,NC,0.712509892,230.4,0,0
408,291.1,NC,0.057661180,226.7,0,0
415,279.5,NC,0.937006730,203.2,0,0
408,274.9,NC,0.075511167,186.6,0,0
408,262.4,NC,0.161949326,194.6,0,0
510,251.3,NC,1,252.5,0,0
415,246.4,NC,0.240072429,228.1,0,0
415,234.5,NC,0.184688836,216.5,0,0
415,232.7,NC,0.159176329,186.4,0,0
510,230.1,NC,2.220446049e-16,287.6,0,0
408,224.9,NC,0.022757840,191.9,0,0
415,223.5,NC,0.433816426,235.1,0,0
408,221.1,NC,0.400030048,264.9,0,0
408,216.2,NC,0.973204645,363.7,0,0
510,214.4,NC,2.220446049e-16,138,0,0
408,212.3,NC,0.211788045,215.4,0,0
510,209.1,NC,2.220446049e-16,205,0,0
415,207.7,NC,0.017266843,164.8,0,0
510,207.3,NC,3.415947403e-12,198.4,0,0
415,204.2,NC,0.001039757,205.9,0,0
408,203.3,NC,0.130563498,228.9,0,0
415,201.8,NC,0.113076464,225,0,0
408,196.8,NC,0.028144622,254.2,0,0
415,193.3,NC,0.004170019,264.1,0,0
510,190.5,NC,2.220446049e-16,179.6,0,0
415,190.5,NC,0.097073106,259.7,0,0
415,188.5,NC,0.035984801,182,0,0
408,187.8,NC,0.155840223,149.2,0,0
510,187.3,NC,3.576628041e-11,270.8,0,0
510,183.4,NC,8.376311258e-12,168.8,0,0
408,182.2,NC,0.124971433,212.3,0,0
415,182.1,NC,0.056321592,213.6,0,0
408,180.1,NC,0.007499767,127.5,0,0
415,180,NC,0.006946368,343.8,0.25,0.202500000
408,179.7,NC,0.037065997,218.1,0,0
510,166.6,NC,2.220446049e-16,192.4,0,0
408,159.5,NC,0.340794895,202.3,0,0
408,155.7,NC,0.208400828,185.4,0,0
408,153.8,NC,0.027756866,123.3,0,0
510,145,NC,2.220446049e-16,240.7,0,0
408,142.5,NC,0.090569741,231.4,0,0
415,142.3,NC,0.000139196,118.7,0,0
415,137.6,NC,0.000139596,143.5,0,0
408,131.2,NC,0.068431534,162.9,0,0
408,128.6,NC,0.836226442,216.2,0,0
510,127.2,NC,1.031978195e-12,162.9,0,0
510,112.2,NC,1.000000000,209.6,0,0
408,105.9,NC,0.014870080,189.6,0,0
415,103.7,NC,0.000396631,127,0,0
415,102.7,NC,0.000157155,149.3,0,0
510,95.9,NC,6.965099903e-11,261.6,0,0
408,93.4,NC,0.025961825,252,0,0
415,84.2,NC,3.733787266e-06,80.8,0,0
415,82.2,NC,7.558397242e-07,163.3,0,0
415,54.7,NC,1.334008357e-05,256.1,0,0
415,260.8,ND,0.001136551,258.1,0,0
510,256.8,ND,2.051533722e-11,230.1,0,0
510,238,ND,1.000000000,278.5,0,0
408,231.2,ND,0.249727308,267.8,0,0
510,227.2,ND,3.190514769e-11,194.4,0,0
510,226.9,ND,2.220446049e-16,201.6,0,0
408,225.5,ND,0.185328155,182,0,0
408,224.6,ND,0.475838820,225.9,0,0
415,222.7,ND,3.269061003e-10,277,0,0
415,221.6,ND,0.000861293,157.1,0,0
408,219.1,ND,0.096680371,242.9,0,0
415,218.7,ND,0.003911056,155.6,0,0
415,218.5,ND,0.043521071,134.2,0,0
415,217.7,ND,0.000177872,231.7,0,0
510,216.7,ND,2.220446049e-16,116.5,0,0
415,210.8,ND,2.059446585e-07,189.6,0,0
408,205.7,ND,0.039615739,214.5,0,0
408,205.3,ND,0.089379812,166.7,0,0
510,203.2,ND,2.220446049e-16,235.8,0,0
510,197.9,ND,2.220446049e-16,251,0,0
408,193,ND,0.246971481,153.6,0,0
408,189.5,ND,0.012221604,176.3,0,0
415,182,ND,0.010494159,216.1,0,0
510,179.4,ND,1.631359194e-11,232.5,0,0
408,176.6,ND,0.180000420,162.7,0,0
415,169.4,ND,0.020698152,253.5,0,0
510,164.3,ND,2.220446049e-16,233.7,0,0
415,163.8,ND,0.000266150,134.9,0,0
510,163.2,ND,2.220446049e-16,167.6,0,0
510,159.9,ND,1.677687269e-11,172.2,0,0
415,159.1,ND,0.001931327,149.8,0,0
408,159.1,ND,0.019309780,241.6,0,0
408,157.5,ND,0.218248787,189.6,0,0
415,150.3,ND,0.000164381,255.9,0,0
415,135.1,ND,0.014056141,205.2,0,0
415,124.5,ND,0.304659213,231.7,0,0
415,123.7,ND,0.208544091,172.6,0,0
510,121.8,ND,2.220446049e-16,89.3,0,0
415,118.5,ND,0.014709669,177.8,0,0
415,105.9,ND,0.332134081,231.7,0,0
415,104.9,ND,0.042179606,198.5,0,0
415,91.5,ND,0.000554983,219.9,0,0
408,82.5,ND,0.186677722,289.9,0,0
415,272.7,NE,0.466217362,236.4,0,0
408,267.1,NE,1.000000000,180.4,0,0
408,261.9,NE,4.366390283e-11,148.1,0,0
415,259.8,NE,0.439429426,242.3,0,0
415,256.7,NE,0.231547980,150.5,0,0
415,252.6,NE,0.180063965,169,0,0
415,249.8,NE,0.386214697,261.9,0,0
415,243.4,NE,0.429161527,273.8,0,0
510,225,NE,2.143344585e-11,244.2,0,0
510,219.2,NE,2.143344585e-11,167,0,0
408,214.2,NE,2.220446049e-16,161.7,0,0
415,213.4,NE,0.104657310,204.7,0,0
415,211.2,NE,0.154138521,237.7,0,0
415,211.1,NE,0.177883476,206.9,0,0
510,210.3,NE,2.143344585e-11,192.2,0,0
408,210.2,NE,2.220446049e-16,227.3,0,0
415,200.3,NE,0.103268845,197.8,0,0
415,200,NE,0.062438419,107.9,0,0
415,198.3,NE,0.091712394,279.3,0,0
408,195.9,NE,2.220446049e-16,213.9,0,0
415,193.7,NE,0.151128167,126.9,0,0
415,191.4,NE,0.062052829,205.4,0,0
510,191.3,NE,2.143344585e-11,261.5,0,0
415,189.1,NE,0.172800303,246.1,0,0
415,181.4,NE,0.088526292,164.5,0,0
510,180.9,NE,2.143344585e-11,209.5,0,0
415,180.6,NE,0.054967894,190.9,0,0
510,177.3,NE,2.143344585e-11,211.8,0,0
415,174.7,NE,0.221571987,160.6,0,0
415,169.4,NE,0.020240573,184.9,0,0
415,167.6,NE,0.096077124,154.5,0,0
415,163.5,NE,0.058947329,274.8,0,0
408,162.3,NE,2.581901326e-11,212.5,0,0
408,160.8,NE,2.747750987e-11,155.8,0,0
510,159,NE,2.143344585e-11,255.1,0,0
510,157.2,NE,2.143344585e-11,196.3,0,0
415,156,NE,0.058350990,56,0,0
408,152.4,NE,2.258596745e-12,274.6,0,0
415,150,NE,0.019619243,89.8,0,0
408,149.7,NE,2.220446049e-16,211.1,0,0
415,145.5,NE,0.047921159,217.7,0,0
415,141.2,NE,0.018795494,167.7,0,0
415,138.3,NE,0.028840713,80.6,0,0
415,124.3,NE,0.020885492,277.1,0,0
510,121.6,NE,2.143344585e-11,165.3,0,0
415,102.8,NE,0.032753898,206.7,0,0
510,99.5,NE,2.143344585e-11,129.1,0,0
415,97.5,NE,0.019786625,260.4,0,0
415,322.4,NH,0.539806305,283.2,0,0
408,298.1,NH,0.446489316,201.3,0,0
408,283.1,NH,8.924768738e-09,185.4,0,0
415,254.3,NH,0.028262916,78.9,0,0
415,231.3,NH,0.166381793,210.4,0,0
408,228.9,NH,1,255.7,0,0
510,228.1,NH,2.220446049e-16,136.4,0,0
510,221.3,NH,2.220446049e-16,157.8,0,0
510,220.3,NH,1.762220796e-11,188.6,0,0
408,218.8,NH,2.764820650e-09,148.3,0,0
408,216.7,NH,0.242360479,144.3,0,0
415,213.1,NH,0.050780637,206.2,0,0
510,210.5,NH,2.220446049e-16,204.5,0,0
415,206,NH,0.008411432,186,0,0
415,202.2,NH,0.003403221,216.8,0,0
415,197.6,NH,0.000819629,80,0,0
510,197.1,NH,2.220446049e-16,227.8,0,0
510,193.8,NH,1.338717019e-11,197.6,0,0
415,193.3,NH,0.000513751,263.3,0,0
415,193.2,NH,0.656067862,194.4,0,0
415,186.9,NH,0.006598767,256.3,0,0
408,186.1,NH,0.115638326,254.3,0,0
408,183.6,NH,0.338631625,203.8,0,0
408,182.1,NH,0.193616349,169.7,0,0
408,179.3,NH,1.309070600e-09,188.8,0,0
415,178.1,NH,0.203464622,212.8,0,0
415,173.4,NH,0.037017757,213.7,0,0
415,169.6,NH,0.043984937,58.9,0,0
408,162.3,NH,0.178526404,192.4,0,0
408,162.1,NH,1.097656034e-09,212.1,0,0
408,162,NH,2.220446049e-16,247.5,0,0
510,142.5,NH,2.756331100e-11,176.1,0,0
408,140.2,NH,2.047760154e-09,213.9,0,0
408,139.4,NH,0.151583220,143.4,0,0
415,121.7,NH,0.007901932,184,0,0
415,119.2,NH,0.242084295,168.3,0,0
510,115.6,NH,7.881310235e-11,213.6,0,0
510,109.7,NH,2.220446049e-16,223.8,0,0
408,106.5,NH,0.208606153,225.7,0,0
415,104.9,NH,0.004500145,216.3,0,0
408,90,NH,0.124548128,276.3,0,0
510,54.2,NH,1.000000000,303.2,0,0
408,17.6,NH,3.769596392e-10,161.7,0,0
408,289.8,NJ,1,255.6,0,0
415,268.7,NJ,0.662383736,301,0,0
408,265.6,NJ,1,208.8,0,0
408,257.4,NJ,1.000000000,261.1,0,0
415,254.2,NJ,0.276853378,228.1,0,0
415,248.9,NJ,0.671108891,170.8,0,0
510,247.2,NJ,0.789876873,225.5,0,0
510,245.2,NJ,0.631858856,217.2,0,0
415,243.4,NJ,0.115280293,121.2,0,0
408,241.8,NJ,8.639706501e-11,170.5,0,0
510,239.8,NJ,0.350812325,128.9,0,0
415,239.3,NJ,0.374312825,223.4,0,0
415,237.9,NJ,0.332023606,247.6,0,0
415,236.9,NJ,0.289649674,197.7,0,0
415,231,NJ,0.079287312,222.3,0,0
415,230.9,NJ,0.159463334,223,0,0
408,228.6,NJ,1.000000000,132.8,0,0
510,225.7,NJ,0.295576528,119.6,0,0
510,225,NJ,0.549875756,191.3,0,0
510,220.2,NJ,0.593925073,88.3,0,0
408,220.2,NJ,1,185.3,0,0
408,217.6,NJ,1,279,0,0
415,212.1,NJ,0.002225472,150.1,0,0
415,211.8,NJ,0.003856989,260.5,0,0
415,207.9,NJ,0.006692747,172,0,0
415,203.8,NJ,0.001449735,283.1,0,0
510,201.4,NJ,0.180796228,246.5,0,0
510,195,NJ,0.281446681,198.5,0,0
415,193.8,NJ,0.000717628,195.3,0,0
408,192.3,NJ,5.111506959e-11,199.9,0,0
415,191.4,NJ,0.001781440,200.7,0,0
415,190.2,NJ,0.016731103,197.7,0,0
408,187.7,NJ,2.220446049e-16,221,0,0
415,187.5,NJ,0.000131195,169.8,0,0
415,186,NJ,0.001613808,237.4,0,0
415,183.1,NJ,0.000863845,232.6,0,0
408,180.7,NJ,2.220446049e-16,174.6,0,0
415,178.8,NJ,6.517968539e-05,167.9,0,0
415,175.5,NJ,4.962650271e-05,132.3,0,0
415,171.6,NJ,0.003021739,136.1,0,0
415,168.4,NJ,0.000133243,217.1,0,0
415,163.8,NJ,0.000103044,177.8,0,0
510,162.6,NJ,0.208686708,152.3,0,0
408,159.5,NJ,2.220446049e-16,303.8,0,0
408,158.6,NJ,2.220446049e-16,130.4,0,0
510,155.7,NJ,0.217792548,260.3,0,0
510,155.4,NJ,0.169919906,188.5,0,0
510,154.8,NJ,0.083979386,171.5,0,0
510,150,NJ,0.154597561,218.5,0,0
415,146.4,NJ,6.034739118e-06,89.7,0,0
415,146.3,NJ,0.000181618,216.6,0,0
408,132.1,NJ,2.220446049e-16,247.5,0,0
510,122.5,NJ,0.105209687,273.3,0,0
415,118.9,NJ,1.250549337e-05,278.3,0,0
510,115,NJ,0.385645884,122.3,0,0
408,96.3,NJ,2.220446049e-16,179.6,0,0
510,286.7,NM,2.143344585e-11,134.4,0,0
415,256.5,NM,0.549220294,222.1,0,0
415,245.3,NM,0.524463937,122.9,0,0
415,239.8,NM,0.041257862,251.8,0,0
415,239.2,NM,0.004502576,188.5,0,0
415,232.1,NM,0.648488489,327.1,0,0
408,229.6,NM,2.823765167e-11,132.3,0,0
415,222.3,NM,0.148917880,286,0,0
415,215.5,NM,0.000764910,190.7,0,0
415,214.3,NM,0.022327271,268.5,0,0
510,207.6,NM,2.143344585e-11,229,0,0
415,206.9,NM,0.019093625,264.4,0,0
510,206.3,NM,2.143344585e-11,154.9,0,0
510,205.2,NM,2.143344585e-11,184.8,0,0
415,198.8,NM,0.544339629,166.6,0,0
408,197,NM,2.220446049e-16,222.8,0,0
415,193.7,NM,0.009535056,183.2,0,0
408,185.3,NM,1.954415398e-10,208,0,0
408,183.8,NM,2.220446049e-16,164.7,0,0
415,183.3,NM,0.191020767,201.4,0,0
415,175.4,NM,0.022233993,190,0,0
408,174.9,NM,1.000000000,248.2,0,0
415,173.5,NM,0.039627926,244.3,0,0
415,173.2,NM,0.162317073,236.2,0,0
408,172.4,NM,2.220446049e-16,256.6,0,0
415,169.9,NM,0.012783350,225.2,0,0
408,169.9,NM,3.012091001e-10,209.4,0,0
415,168.2,NM,0.091278763,224.7,0,0
415,167.5,NM,0.053431011,139.1,0,0
408,165.6,NM,2.220446049e-16,195.9,0,0
415,164.2,NM,0.004430285,155.4,0,0
415,160.1,NM,0.000108687,256.7,0,0
415,160,NM,0.336673270,209.5,0,0
510,154,NM,2.143344585e-11,278,0,0
408,153.9,NM,2.128335437e-10,140.7,0,0
510,150.1,NM,2.143344585e-11,200.1,0,0
415,148.7,NM,0.005591000,426.3,1,1.322500000
408,146.4,NM,2.220446049e-16,225.1,0,0
408,146.1,NM,2.220446049e-16,196.2,0,0
510,144.8,NM,2.143344585e-11,164.9,0,0
415,143.3,NM,0.005055126,211.3,0,0
408,134.2,NM,2.220446049e-16,227.3,0,0
415,132.7,NM,0.510529794,204.6,0,0
510,119.7,NM,2.143344585e-11,231.8,0,0
415,119.3,NM,0.028830791,211.5,0,0
415,108,NM,0.016002415,241.9,0,0
408,107.5,NM,2.220446049e-16,256.4,0,0
415,105.7,NM,1.126931009e-05,141.8,0,0
415,92.3,NM,0.007150100,193.1,0,0
415,81.6,NM,1.285221253e-05,268.1,0,0
415,303.9,NV,0.668408906,232.2,0,0
415,286.4,NV,0.658448879,205.7,0,0
415,282.5,NV,0.684140117,219.9,0,0
415,279.3,NV,0.707710517,201.6,0,0
408,275.4,NV,2.220446049e-16,187.5,0,0
510,271.5,NV,1.000000000,253.4,0,0
510,245.3,NV,1.000000000,259.9,0,0
510,241,NV,1.000000000,231.8,0,0
415,239.2,NV,0.826044497,150,0,0
415,234.4,NV,0.668725169,179.3,0,0
510,234.1,NV,2.601756733e-10,163.1,0,0
415,233.7,NV,0.513381552,207.9,0,0
415,230.2,NV,0.284916973,196.1,0,0
408,221.4,NV,2.220446049e-16,165.8,0,0
415,220.7,NV,0.311718300,217.7,0,0
510,216.2,NV,1.914241600e-10,185.7,0,0
415,209.1,NV,0.185616082,106.1,0,0
415,205,NV,0.348953929,152,0,0
415,203.4,NV,0.248910272,226.7,0,0
408,197.7,NV,2.220446049e-16,250.5,0,0
415,192.4,NV,0.129733135,156.9,0,0
408,192.3,NV,2.220446049e-16,129.3,0,0
415,184.1,NV,0.293818784,327,0,0
510,182.1,NV,2.220446049e-16,211.5,0,0
415,179.4,NV,0.261498552,181.1,0,0
415,178.2,NV,0.294281019,167.8,0,0
415,176.2,NV,0.112215325,196,0,0
510,171.4,NV,2.220446049e-16,115.2,0,0
510,168.6,NV,2.220446049e-16,175.6,0,0
415,167.9,NV,0.386020916,190.7,0,0
415,166.7,NV,0.441827801,179.3,0,0
408,166.1,NV,1.935964748e-11,175.9,0,0
408,155.5,NV,1.116525608e-10,213.4,0,0
415,153.7,NV,0.098634349,194,0,0
415,152,NV,0.148197999,274.9,0,0
408,151.1,NV,2.220446049e-16,187.4,0,0
415,150,NV,0.086372695,232.4,0,0
408,148.1,NV,1.000000000,164.9,0,0
415,145.4,NV,0.087945469,129.3,0,0
415,144.4,NV,0.050751045,266.5,0,0
415,142.3,NV,0.069679414,306.3,0,0
510,141.3,NV,2.220446049e-16,154.3,0,0
415,135.1,NV,0.129141148,134.1,0,0
415,134.9,NV,0.053245892,156,0,0
408,133.7,NV,2.220446049e-16,195.3,0,0
415,116.7,NV,0.080652550,213.8,0,0
408,116,NV,2.220446049e-16,150.1,0,0
415,115.1,NV,0.088298975,196.8,0,0
408,114.3,NV,2.220446049e-16,221.1,0,0
408,110.9,NV,2.220446049e-16,213.4,0,0
415,97.2,NV,0.040269472,186.2,0,0
408,89.5,NV,1.000000000,339.9,0,0
510,82.6,NV,2.220446049e-16,224.4,0,0
408,75,NV,6.795925666e-11,248.7,0,0
415,72.8,NV,0.040440267,267.1,0,0
510,67.4,NV,2.220446049e-16,244,0,0
415,332.9,NY,0.494645640,317.8,0,0
415,286.6,NY,0.156049994,315.3,0,0
408,265.6,NY,1.026422495e-11,180.7,0,0
415,264,NY,0.508823321,132.2,0,0
510,251.5,NY,2.220446049e-16,234.1,0,0
415,244.7,NY,0.000797220,168,0,0
510,243.2,NY,3.285901355e-11,147,0,0
408,242.5,NY,2.220446049e-16,232.9,0,0
415,239.5,NY,0.000366854,203.8,0,0
510,236.6,NY,1.000000000,169.9,0,0
510,236.3,NY,4.936858742e-11,152.8,0,0
415,233.3,NY,0.013970288,209.8,0,0
415,224.5,NY,0.019013067,200.7,0,0
408,216.8,NY,2.220446049e-16,207.3,0,0
415,209.9,NY,0.035460483,121.9,0,0
408,208.4,NY,2.220446049e-16,174.4,0,0
415,204.8,NY,0.000216419,161,0,0
415,197.7,NY,0.001884547,152.2,0,0
510,195.4,NY,8.392626315e-11,181.2,0,0
408,193.8,NY,7.397568959e-11,202.6,0,0
510,191.8,NY,2.220446049e-16,267.8,0,0
415,190.4,NY,0.204887850,92,0,0
415,182.6,NY,0.024199467,154.5,0,0
415,181.8,NY,0.000162172,158.1,0,0
415,177.4,NY,0.001106019,226.2,0,0
415,175.8,NY,0.005168131,217.5,0,0
415,174.3,NY,0.303109651,254.1,0,0
415,174,NY,0.073243931,161.3,0,0
415,173.6,NY,0.179154007,91.7,0,0
408,171.8,NY,2.220446049e-16,240.7,0,0
408,171.7,NY,2.220446049e-16,174.8,0,0
415,167.1,NY,0.494525375,131.8,0,0
415,166.4,NY,0.001644937,243.2,0,0
415,164.8,NY,0.135726280,229.9,0,0
415,163.5,NY,0.000255343,203.1,0,0
408,163.4,NY,1.000000000,240.1,0,0
415,163,NY,0.017182727,312.8,0,0
415,161.3,NY,0.050493809,124.4,0,0
408,160.4,NY,8.727608645e-11,102.6,0,0
415,156.2,NY,0.284280988,193,0,0
415,154.2,NY,0.995274118,112.3,0,0
510,145.6,NY,4.656396496e-11,284.7,0,0
415,145.6,NY,0.027559991,230.9,0,0
415,145.4,NY,0.002514055,209.1,0,0
415,144.6,NY,0.004092625,258.8,0,0
408,143.3,NY,2.220446049e-16,195.5,0,0
510,143.2,NY,2.220446049e-16,169.8,0,0
415,143,NY,0.989087970,212.2,0,0
510,141.4,NY,2.220446049e-16,123.9,0,0
415,141.4,NY,5.118133525e-05,146.4,0,0
415,139.6,NY,0.011956410,332.8,0,0
415,137.5,NY,0.015426894,198.1,0,0
415,133.4,NY,0.002344486,204.6,0,0
510,133.3,NY,2.220446049e-16,185.7,0,0
