Area Code,Day Mins,State,Prob,Distinct count of CustServ Calls,Distinct count of Eve Mins,Distinct count of Intl Mins
408,198.5,MS,0.223175698,1,1,1
510,187.5,MS,1.000000000,1,1,1
510,175.9,MS,2.220446049e-16,1,1,1
415,174.6,MS,0.347616328,1,1,1
408,173.2,MS,0.432130026,1,1,1
415,170.9,MS,0.283223801,1,1,1
415,170.8,MS,0.783941644,1,1,1
415,166.5,MS,0.118986883,1,1,1
510,164.1,MS,2.220446049e-16,1,1,1
408,163,MS,0.094108898,1,1,1
408,162.6,MS,0.398724736,1,1,1
415,160,MS,0.057241916,1,1,1
510,155.4,MS,2.220446049e-16,1,1,1
415,154.4,MS,0.028607248,1,1,1
408,148.4,MS,0.024434485,1,1,1
510,147.2,MS,2.220446049e-16,1,1,1
510,147.1,MS,2.220446049e-16,1,1,1
415,144.8,MS,0.090249512,1,1,1
415,136.1,MS,0.017546602,1,1,1
415,131.6,MS,0.330526329,1,1,1
415,129.3,MS,0.397340411,1,1,1
408,127.4,MS,0.015279248,1,1,1
415,126.3,MS,0.124051454,1,1,1
415,125.5,MS,0.263641196,1,1,1
415,117.3,MS,0.445962954,1,1,1
408,108.6,MS,0.220770491,1,1,1
415,101.4,MS,0.073824441,1,1,1
415,94.1,MS,0.013488411,1,1,1
415,87.7,MS,0.063438140,1,1,1
415,82.3,MS,0.960721201,1,1,1
510,75.3,MS,2.220446049e-16,1,1,1
415,70.7,MS,0.498639821,1,1,1
408,273.2,MT,0.290021442,1,1,1
415,272.6,MT,0.223395238,1,1,1
408,264.7,MT,0.667865506,1,1,1
415,253,MT,0.020624401,1,1,1
415,252.9,MT,0.746849075,1,1,1
408,252.7,MT,0.721486386,1,1,1
510,240.4,MT,2.220446049e-16,1,1,1
408,240.2,MT,0.458583286,1,1,1
415,236.8,MT,0.169750566,1,1,1
408,236.6,MT,0.117904464,1,1,1
415,236.4,MT,0.677070562,1,1,1
415,230.9,MT,0.359022564,1,1,1
415,215.9,MT,0.029313118,1,1,1
408,213.2,MT,0.041692702,1,1,1
415,198.1,MT,0.310111405,1,1,1
415,197.3,MT,0.132873460,1,1,1
408,195.1,MT,0.019262511,1,1,1
510,193.8,MT,2.220446049e-16,1,1,1
415,191.7,MT,0.006448610,1,1,1
510,189.8,MT,2.220446049e-16,1,1,1
415,187.1,MT,0.023844496,1,1,1
510,184.2,MT,2.220446049e-16,1,1,1
415,184.2,MT,0.083619323,1,1,1
510,183,MT,3.167019119e-11,1,1,1
510,175.7,MT,2.220446049e-16,1,1,1
408,174.1,MT,0.713475059,1,1,1
415,172.3,MT,0.400597617,1,1,1
510,163.5,MT,2.220446049e-16,1,1,1
415,162.7,MT,0.000200255,1,1,1
510,161.9,MT,1.725320956e-11,1,1,1
510,160,MT,2.220446049e-16,1,1,1
510,156.6,MT,2.885897969e-11,1,1,1
415,154.4,MT,0.076369468,1,1,1
415,153.4,MT,0.917588132,1,1,1
510,153.2,MT,2.220446049e-16,1,1,1
408,152.9,MT,0.002735514,1,1,1
415,151.5,MT,0.027535322,1,1,1
408,151.1,MT,0.002479909,1,1,1
415,145,MT,0.103669417,1,1,1
510,143.2,MT,1.000000000,1,1,1
408,142.3,MT,0.000518831,1,1,1
408,141.8,MT,0.016752646,1,1,1
415,137.5,MT,0.003199729,1,1,1
415,135.9,MT,0.001105783,1,1,1
510,134.9,MT,3.461427651e-12,1,1,1
415,134.3,MT,0.092487086,1,1,1
408,134.3,MT,0.002315978,1,1,1
415,133.9,MT,0.148497302,1,1,1
408,131.2,MT,0.000742880,1,1,1
415,121.7,MT,0.777910212,1,1,1
408,118.9,MT,0.003950705,1,1,1
415,117.6,MT,3.810183445e-05,1,1,1
415,113.3,MT,0.504780878,1,1,1
510,110.5,MT,1.000000000,1,1,1
415,97.6,MT,0.001457651,1,1,1
415,97.5,MT,0.161640244,1,1,1
408,89.8,MT,0.940212181,1,1,1
415,322.3,NC,0.712509892,1,1,1
408,291.1,NC,0.057661180,1,1,1
415,279.5,NC,0.937006730,1,1,1
408,274.9,NC,0.075511167,1,1,1
408,262.4,NC,0.161949326,1,1,1
510,251.3,NC,1,1,1,1
415,246.4,NC,0.240072429,1,1,1
415,234.5,NC,0.184688836,1,1,1
415,232.7,NC,0.159176329,1,1,1
510,230.1,NC,2.220446049e-16,1,1,1
408,224.9,NC,0.022757840,1,1,1
415,223.5,NC,0.433816426,1,1,1
408,221.1,NC,0.400030048,1,1,1
408,216.2,NC,0.973204645,1,1,1
510,214.4,NC,2.220446049e-16,1,1,1
408,212.3,NC,0.211788045,1,1,1
510,209.1,NC,2.220446049e-16,1,1,1
415,207.7,NC,0.017266843,1,1,1
510,207.3,NC,3.415947403e-12,1,1,1
415,204.2,NC,0.001039757,1,1,1
408,203.3,NC,0.130563498,1,1,1
415,201.8,NC,0.113076464,1,1,1
408,196.8,NC,0.028144622,1,1,1
415,193.3,NC,0.004170019,1,1,1
510,190.5,NC,2.220446049e-16,1,1,1
415,190.5,NC,0.097073106,1,1,1
415,188.5,NC,0.035984801,1,1,1
408,187.8,NC,0.155840223,1,1,1
510,187.3,NC,3.576628041e-11,1,1,1
510,183.4,NC,8.376311258e-12,1,1,1
408,182.2,NC,0.124971433,1,1,1
415,182.1,NC,0.056321592,1,1,1
408,180.1,NC,0.007499767,1,1,1
415,180,NC,0.006946368,2,2,2
408,179.7,NC,0.037065997,1,1,1
510,166.6,NC,2.220446049e-16,1,1,1
408,159.5,NC,0.340794895,1,1,1
408,155.7,NC,0.208400828,1,1,1
408,153.8,NC,0.027756866,1,1,1
510,145,NC,2.220446049e-16,1,1,1
408,142.5,NC,0.090569741,1,1,1
415,142.3,NC,0.000139196,1,1,1
415,137.6,NC,0.000139596,1,1,1
408,131.2,NC,0.068431534,1,1,1
408,128.6,NC,0.836226442,1,1,1
510,127.2,NC,1.031978195e-12,1,1,1
510,112.2,NC,1.000000000,1,1,1
408,105.9,NC,0.014870080,1,1,1
415,103.7,NC,0.000396631,1,1,1
415,102.7,NC,0.000157155,1,1,1
510,95.9,NC,6.965099903e-11,1,1,1
408,93.4,NC,0.025961825,1,1,1
415,84.2,NC,3.733787266e-06,1,1,1
415,82.2,NC,7.558397242e-07,1,1,1
415,54.7,NC,1.334008357e-05,1,1,1
415,260.8,ND,0.001136551,1,1,1
510,256.8,ND,2.051533722e-11,1,1,1
510,238,ND,1.000000000,1,1,1
408,231.2,ND,0.249727308,1,1,1
510,227.2,ND,3.190514769e-11,1,1,1
510,226.9,ND,2.220446049e-16,1,1,1
408,225.5,ND,0.185328155,1,1,1
408,224.6,ND,0.475838820,1,1,1
415,222.7,ND,3.269061003e-10,1,1,1
415,221.6,ND,0.000861293,1,1,1
408,219.1,ND,0.096680371,1,1,1
415,218.7,ND,0.003911056,1,1,1
415,218.5,ND,0.043521071,1,1,1
415,217.7,ND,0.000177872,1,1,1
510,216.7,ND,2.220446049e-16,1,1,1
415,210.8,ND,2.059446585e-07,1,1,1
408,205.7,ND,0.039615739,1,1,1
408,205.3,ND,0.089379812,1,1,1
510,203.2,ND,2.220446049e-16,1,1,1
510,197.9,ND,2.220446049e-16,1,1,1
408,193,ND,0.246971481,1,1,1
408,189.5,ND,0.012221604,1,1,1
415,182,ND,0.010494159,1,1,1
510,179.4,ND,1.631359194e-11,1,1,1
408,176.6,ND,0.180000420,1,1,1
415,169.4,ND,0.020698152,1,1,1
510,164.3,ND,2.220446049e-16,1,1,1
415,163.8,ND,0.000266150,1,1,1
510,163.2,ND,2.220446049e-16,1,1,1
510,159.9,ND,1.677687269e-11,1,1,1
415,159.1,ND,0.001931327,1,1,1
408,159.1,ND,0.019309780,1,1,1
408,157.5,ND,0.218248787,1,1,1
415,150.3,ND,0.000164381,1,1,1
415,135.1,ND,0.014056141,1,1,1
415,124.5,ND,0.304659213,1,1,1
415,123.7,ND,0.208544091,1,1,1
510,121.8,ND,2.220446049e-16,1,1,1
415,118.5,ND,0.014709669,1,1,1
415,105.9,ND,0.332134081,1,1,1
415,104.9,ND,0.042179606,1,1,1
415,91.5,ND,0.000554983,1,1,1
408,82.5,ND,0.186677722,1,1,1
415,272.7,NE,0.466217362,1,1,1
408,267.1,NE,1.000000000,1,1,1
408,261.9,NE,4.366390283e-11,1,1,1
415,259.8,NE,0.439429426,1,1,1
415,256.7,NE,0.231547980,1,1,1
415,252.6,NE,0.180063965,1,1,1
415,249.8,NE,0.386214697,1,1,1
415,243.4,NE,0.429161527,1,1,1
510,225,NE,2.143344585e-11,1,1,1
510,219.2,NE,2.143344585e-11,1,1,1
408,214.2,NE,2.220446049e-16,1,1,1
415,213.4,NE,0.104657310,1,1,1
415,211.2,NE,0.154138521,1,1,1
415,211.1,NE,0.177883476,1,1,1
510,210.3,NE,2.143344585e-11,1,1,1
408,210.2,NE,2.220446049e-16,1,1,1
415,200.3,NE,0.103268845,1,1,1
415,200,NE,0.062438419,1,1,1
415,198.3,NE,0.091712394,1,1,1
408,195.9,NE,2.220446049e-16,1,1,1
415,193.7,NE,0.151128167,1,1,1
415,191.4,NE,0.062052829,1,1,1
510,191.3,NE,2.143344585e-11,1,1,1
415,189.1,NE,0.172800303,1,1,1
415,181.4,NE,0.088526292,1,1,1
510,180.9,NE,2.143344585e-11,1,1,1
415,180.6,NE,0.054967894,1,1,1
510,177.3,NE,2.143344585e-11,1,1,1
415,174.7,NE,0.221571987,1,1,1
415,169.4,NE,0.020240573,1,1,1
415,167.6,NE,0.096077124,1,1,1
415,163.5,NE,0.058947329,1,1,1
408,162.3,NE,2.581901326e-11,1,1,1
408,160.8,NE,2.747750987e-11,1,1,1
510,159,NE,2.143344585e-11,1,1,1
510,157.2,NE,2.143344585e-11,1,1,1
415,156,NE,0.058350990,1,1,1
408,152.4,NE,2.258596745e-12,1,1,1
415,150,NE,0.019619243,1,1,1
408,149.7,NE,2.220446049e-16,1,1,1
415,145.5,NE,0.047921159,1,1,1
415,141.2,NE,0.018795494,1,1,1
415,138.3,NE,0.028840713,1,1,1
415,124.3,NE,0.020885492,1,1,1
510,121.6,NE,2.143344585e-11,1,1,1
415,102.8,NE,0.032753898,1,1,1
510,99.5,NE,2.143344585e-11,1,1,1
415,97.5,NE,0.019786625,1,1,1
415,322.4,NH,0.539806305,1,1,1
408,298.1,NH,0.446489316,1,1,1
408,283.1,NH,8.924768738e-09,1,1,1
415,254.3,NH,0.028262916,1,1,1
415,231.3,NH,0.166381793,1,1,1
408,228.9,NH,1,1,1,1
510,228.1,NH,2.220446049e-16,1,1,1
510,221.3,NH,2.220446049e-16,1,1,1
510,220.3,NH,1.762220796e-11,1,1,1
408,218.8,NH,2.764820650e-09,1,1,1
408,216.7,NH,0.242360479,1,1,1
415,213.1,NH,0.050780637,1,1,1
510,210.5,NH,2.220446049e-16,1,1,1
415,206,NH,0.008411432,1,1,1
415,202.2,NH,0.003403221,1,1,1
415,197.6,NH,0.000819629,1,1,1
510,197.1,NH,2.220446049e-16,1,1,1
510,193.8,NH,1.338717019e-11,1,1,1
415,193.3,NH,0.000513751,1,1,1
415,193.2,NH,0.656067862,1,1,1
415,186.9,NH,0.006598767,1,1,1
408,186.1,NH,0.115638326,1,1,1
408,183.6,NH,0.338631625,1,1,1
408,182.1,NH,0.193616349,1,1,1
408,179.3,NH,1.309070600e-09,1,1,1
415,178.1,NH,0.203464622,1,1,1
415,173.4,NH,0.037017757,1,1,1
415,169.6,NH,0.043984937,1,1,1
408,162.3,NH,0.178526404,1,1,1
408,162.1,NH,1.097656034e-09,1,1,1
408,162,NH,2.220446049e-16,1,1,1
510,142.5,NH,2.756331100e-11,1,1,1
408,140.2,NH,2.047760154e-09,1,1,1
408,139.4,NH,0.151583220,1,1,1
415,121.7,NH,0.007901932,1,1,1
415,119.2,NH,0.242084295,1,1,1
510,115.6,NH,7.881310235e-11,1,1,1
510,109.7,NH,2.220446049e-16,1,1,1
408,106.5,NH,0.208606153,1,1,1
415,104.9,NH,0.004500145,1,1,1
408,90,NH,0.124548128,1,1,1
510,54.2,NH,1.000000000,1,1,1
408,17.6,NH,3.769596392e-10,1,1,1
408,289.8,NJ,1,1,1,1
415,268.7,NJ,0.662383736,1,1,1
408,265.6,NJ,1,1,1,1
408,257.4,NJ,1.000000000,1,1,1
415,254.2,NJ,0.276853378,1,1,1
415,248.9,NJ,0.671108891,1,1,1
510,247.2,NJ,0.789876873,1,1,1
510,245.2,NJ,0.631858856,1,1,1
415,243.4,NJ,0.115280293,1,1,1
408,241.8,NJ,8.639706501e-11,1,1,1
510,239.8,NJ,0.350812325,1,1,1
415,239.3,NJ,0.374312825,1,1,1
415,237.9,NJ,0.332023606,1,1,1
415,236.9,NJ,0.289649674,1,1,1
415,231,NJ,0.079287312,1,1,1
415,230.9,NJ,0.159463334,1,1,1
408,228.6,NJ,1.000000000,1,1,1
510,225.7,NJ,0.295576528,1,1,1
510,225,NJ,0.549875756,1,1,1
510,220.2,NJ,0.593925073,1,1,1
408,220.2,NJ,1,1,1,1
408,217.6,NJ,1,1,1,1
415,212.1,NJ,0.002225472,1,1,1
415,211.8,NJ,0.003856989,1,1,1
415,207.9,NJ,0.006692747,1,1,1
415,203.8,NJ,0.001449735,1,1,1
510,201.4,NJ,0.180796228,1,1,1
510,195,NJ,0.281446681,1,1,1
415,193.8,NJ,0.000717628,1,1,1
408,192.3,NJ,5.111506959e-11,1,1,1
415,191.4,NJ,0.001781440,1,1,1
415,190.2,NJ,0.016731103,1,1,1
408,187.7,NJ,2.220446049e-16,1,1,1
415,187.5,NJ,0.000131195,1,1,1
415,186,NJ,0.001613808,1,1,1
415,183.1,NJ,0.000863845,1,1,1
408,180.7,NJ,2.220446049e-16,1,1,1
415,178.8,NJ,6.517968539e-05,1,1,1
415,175.5,NJ,4.962650271e-05,1,1,1
415,171.6,NJ,0.003021739,1,1,1
415,168.4,NJ,0.000133243,1,1,1
415,163.8,NJ,0.000103044,1,1,1
510,162.6,NJ,0.208686708,1,1,1
408,159.5,NJ,2.220446049e-16,1,1,1
408,158.6,NJ,2.220446049e-16,1,1,1
510,155.7,NJ,0.217792548,1,1,1
510,155.4,NJ,0.169919906,1,1,1
510,154.8,NJ,0.083979386,1,1,1
510,150,NJ,0.154597561,1,1,1
415,146.4,NJ,6.034739118e-06,1,1,1
415,146.3,NJ,0.000181618,1,1,1
408,132.1,NJ,2.220446049e-16,1,1,1
510,122.5,NJ,0.105209687,1,1,1
415,118.9,NJ,1.250549337e-05,1,1,1
510,115,NJ,0.385645884,1,1,1
408,96.3,NJ,2.220446049e-16,1,1,1
510,286.7,NM,2.143344585e-11,1,1,1
415,256.5,NM,0.549220294,1,1,1
415,245.3,NM,0.524463937,1,1,1
415,239.8,NM,0.041257862,1,1,1
415,239.2,NM,0.004502576,1,1,1
415,232.1,NM,0.648488489,1,1,1
408,229.6,NM,2.823765167e-11,1,1,1
415,222.3,NM,0.148917880,1,1,1
415,215.5,NM,0.000764910,1,1,1
415,214.3,NM,0.022327271,1,1,1
510,207.6,NM,2.143344585e-11,1,1,1
415,206.9,NM,0.019093625,1,1,1
510,206.3,NM,2.143344585e-11,1,1,1
510,205.2,NM,2.143344585e-11,1,1,1
415,198.8,NM,0.544339629,1,1,1
408,197,NM,2.220446049e-16,1,1,1
415,193.7,NM,0.009535056,1,1,1
408,185.3,NM,1.954415398e-10,1,1,1
408,183.8,NM,2.220446049e-16,1,1,1
415,183.3,NM,0.191020767,1,1,1
415,175.4,NM,0.022233993,1,1,1
408,174.9,NM,1.000000000,1,1,1
415,173.5,NM,0.039627926,1,1,1
415,173.2,NM,0.162317073,1,1,1
408,172.4,NM,2.220446049e-16,1,1,1
415,169.9,NM,0.012783350,1,1,1
408,169.9,NM,3.012091001e-10,1,1,1
415,168.2,NM,0.091278763,1,1,1
415,167.5,NM,0.053431011,1,1,1
408,165.6,NM,2.220446049e-16,1,1,1
415,164.2,NM,0.004430285,1,1,1
415,160.1,NM,0.000108687,1,1,1
415,160,NM,0.336673270,1,1,1
510,154,NM,2.143344585e-11,1,1,1
408,153.9,NM,2.128335437e-10,1,1,1
510,150.1,NM,2.143344585e-11,1,1,1
415,148.7,NM,0.005591000,2,2,2
408,146.4,NM,2.220446049e-16,1,1,1
408,146.1,NM,2.220446049e-16,1,1,1
510,144.8,NM,2.143344585e-11,1,1,1
415,143.3,NM,0.005055126,1,1,1
408,134.2,NM,2.220446049e-16,1,1,1
415,132.7,NM,0.510529794,1,1,1
510,119.7,NM,2.143344585e-11,1,1,1
415,119.3,NM,0.028830791,1,1,1
415,108,NM,0.016002415,1,1,1
408,107.5,NM,2.220446049e-16,1,1,1
415,105.7,NM,1.126931009e-05,1,1,1
415,92.3,NM,0.007150100,1,1,1
415,81.6,NM,1.285221253e-05,1,1,1
415,303.9,NV,0.668408906,1,1,1
415,286.4,NV,0.658448879,1,1,1
415,282.5,NV,0.684140117,1,1,1
415,279.3,NV,0.707710517,1,1,1
408,275.4,NV,2.220446049e-16,1,1,1
510,271.5,NV,1.000000000,1,1,1
510,245.3,NV,1.000000000,1,1,1
510,241,NV,1.000000000,1,1,1
415,239.2,NV,0.826044497,1,1,1
415,234.4,NV,0.668725169,1,1,1
510,234.1,NV,2.601756733e-10,1,1,1
415,233.7,NV,0.513381552,1,1,1
415,230.2,NV,0.284916973,1,1,1
408,221.4,NV,2.220446049e-16,1,1,1
415,220.7,NV,0.311718300,1,1,1
510,216.2,NV,1.914241600e-10,1,1,1
415,209.1,NV,0.185616082,1,1,1
415,205,NV,0.348953929,1,1,1
415,203.4,NV,0.248910272,1,1,1
408,197.7,NV,2.220446049e-16,1,1,1
415,192.4,NV,0.129733135,1,1,1
408,192.3,NV,2.220446049e-16,1,1,1
415,184.1,NV,0.293818784,1,1,1
510,182.1,NV,2.220446049e-16,1,1,1
415,179.4,NV,0.261498552,1,1,1
415,178.2,NV,0.294281019,1,1,1
415,176.2,NV,0.112215325,1,1,1
510,171.4,NV,2.220446049e-16,1,1,1
510,168.6,NV,2.220446049e-16,1,1,1
415,167.9,NV,0.386020916,1,1,1
415,166.7,NV,0.441827801,1,1,1
408,166.1,NV,1.935964748e-11,1,1,1
408,155.5,NV,1.116525608e-10,1,1,1
415,153.7,NV,0.098634349,1,1,1
415,152,NV,0.148197999,1,1,1
408,151.1,NV,2.220446049e-16,1,1,1
415,150,NV,0.086372695,1,1,1
408,148.1,NV,1.000000000,1,1,1
415,145.4,NV,0.087945469,1,1,1
415,144.4,NV,0.050751045,1,1,1
415,142.3,NV,0.069679414,1,1,1
510,141.3,NV,2.220446049e-16,1,1,1
415,135.1,NV,0.129141148,1,1,1
415,134.9,NV,0.053245892,1,1,1
408,133.7,NV,2.220446049e-16,1,1,1
415,116.7,NV,0.080652550,1,1,1
408,116,NV,2.220446049e-16,1,1,1
415,115.1,NV,0.088298975,1,1,1
408,114.3,NV,2.220446049e-16,1,1,1
408,110.9,NV,2.220446049e-16,1,1,1
415,97.2,NV,0.040269472,1,1,1
408,89.5,NV,1.000000000,1,1,1
510,82.6,NV,2.220446049e-16,1,1,1
408,75,NV,6.795925666e-11,1,1,1
415,72.8,NV,0.040440267,1,1,1
510,67.4,NV,2.220446049e-16,1,1,1
415,332.9,NY,0.494645640,1,1,1
415,286.6,NY,0.156049994,1,1,1
408,265.6,NY,1.026422495e-11,1,1,1
415,264,NY,0.508823321,1,1,1
510,251.5,NY,2.220446049e-16,1,1,1
415,244.7,NY,0.000797220,1,1,1
510,243.2,NY,3.285901355e-11,1,1,1
408,242.5,NY,2.220446049e-16,1,1,1
415,239.5,NY,0.000366854,1,1,1
510,236.6,NY,1.000000000,1,1,1
510,236.3,NY,4.936858742e-11,1,1,1
415,233.3,NY,0.013970288,1,1,1
415,224.5,NY,0.019013067,1,1,1
408,216.8,NY,2.220446049e-16,1,1,1
415,209.9,NY,0.035460483,1,1,1
408,208.4,NY,2.220446049e-16,1,1,1
415,204.8,NY,0.000216419,1,1,1
415,197.7,NY,0.001884547,1,1,1
510,195.4,NY,8.392626315e-11,1,1,1
408,193.8,NY,7.397568959e-11,1,1,1
510,191.8,NY,2.220446049e-16,1,1,1
415,190.4,NY,0.204887850,1,1,1
415,182.6,NY,0.024199467,1,1,1
415,181.8,NY,0.000162172,1,1,1
415,177.4,NY,0.001106019,1,1,1
415,175.8,NY,0.005168131,1,1,1
415,174.3,NY,0.303109651,1,1,1
415,174,NY,0.073243931,1,1,1
415,173.6,NY,0.179154007,1,1,1
408,171.8,NY,2.220446049e-16,1,1,1
408,171.7,NY,2.220446049e-16,1,1,1
415,167.1,NY,0.494525375,1,1,1
415,166.4,NY,0.001644937,1,1,1
415,164.8,NY,0.135726280,1,1,1
415,163.5,NY,0.000255343,1,1,1
408,163.4,NY,1.000000000,1,1,1
415,163,NY,0.017182727,1,1,1
415,161.3,NY,0.050493809,1,1,1
408,160.4,NY,8.727608645e-11,1,1,1
415,156.2,NY,0.284280988,1,1,1
415,154.2,NY,0.995274118,1,1,1
510,145.6,NY,4.656396496e-11,1,1,1
415,145.6,NY,0.027559991,1,1,1
415,145.4,NY,0.002514055,1,1,1
415,144.6,NY,0.004092625,1,1,1
408,143.3,NY,2.220446049e-16,1,1,1
510,143.2,NY,2.220446049e-16,1,1,1
415,143,NY,0.989087970,1,1,1
510,141.4,NY,2.220446049e-16,1,1,1
415,141.4,NY,5.118133525e-05,1,1,1
415,139.6,NY,0.011956410,1,1,1
415,137.5,NY,0.015426894,1,1,1
415,133.4,NY,0.002344486,1,1,1
510,133.3,NY,2.220446049e-16,1,1,1
510,128.5,NY,2.220446049e-16,1,1,1
415,123.2,NY,0.932632752,1,1,1
408,122.3,NY,1,1,1,1
415,122.2,NY,0.011393794,1,1,1
510,115.7,NY,2.220446049e-16,1,1,1
408,115.6,NY,7.246205063e-12,1,1,1
510,109.8,NY,2.220446049e-16,1,2,2
510,89.5,NY,2.220446049e-16,1,1,1
415,88.5,NY,0.001297207,1,1,1
510,70.7,NY,2.220446049e-16,1,1,1
408,61.6,NY,1,1,1,1
510,345.3,OH,1.000000000,1,1,1
415,337.4,OH,0.744560835,1,1,1
408,274.6,OH,0.096767986,1,1,1
408,256.4,OH,0.934507660,1,1,1
408,254.7,OH,0.985450249,1,1,1
415,245.7,OH,0.258829857,1,1,1
415,235,OH,0.088356988,1,1,1
415,232.8,OH,0.114078911,1,1,1
510,227.9,OH,8.698926859e-11,1,1,1
415,227,OH,0.115114417,1,1,1
415,220.1,OH,0.078721179,1,1,1
415,219.9,OH,0.116049852,1,1,1
510,219.4,OH,8.233294929e-11,1,1,1
415,218.8,OH,0.363203112,1,1,1
415,217.1,OH,0.099180239,1,1,1
415,204.7,OH,0.053867346,1,1,1
415,199,OH,0.045741281,1,1,1
415,197.6,OH,0.018445326,1,1,1
408,196.8,OH,0.247352983,1,1,1
510,194.1,OH,1.956887929e-13,1,1,1
415,193.6,OH,0.080348462,1,1,1
408,193.4,OH,0.041647717,1,1,1
510,193,OH,2.220446049e-16,1,1,1
415,191.5,OH,0.005683673,1,1,1
415,191.3,OH,0.154557311,1,1,1
408,187.9,OH,0.020046586,1,1,1
415,187.8,OH,0.070211426,1,1,1
415,183.4,OH,0.106016749,1,1,1
408,183.4,OH,0.034628550,1,1,1
415,182.9,OH,0.014562036,1,1,1
415,181.3,OH,0.007680877,1,1,1
415,170.5,OH,0.051819396,1,1,1
408,165,OH,0.116620288,1,1,1
415,161.6,OH,0.022224157,1,1,1
415,160.3,OH,0.004874702,1,1,1
510,159.7,OH,2.220446049e-16,1,1,1
408,159.5,OH,0.041629527,1,1,1
415,158.6,OH,0.005623876,1,1,1
510,153.9,OH,2.220446049e-16,1,1,1
510,153.3,OH,2.220446049e-16,1,1,1
415,152.3,OH,0.291284736,1,1,1
415,150.6,OH,0.003865710,1,1,1
408,147.2,OH,6.656459232e-06,1,1,1
408,144,OH,0.480097831,1,1,1
510,143.6,OH,2.220446049e-16,1,1,1
510,143.5,OH,8.061043297e-12,1,1,1
415,143.1,OH,0.024858103,1,1,1
408,139.6,OH,0.000386033,1,1,1
510,138.9,OH,2.220446049e-16,1,1,1
415,135.2,OH,0.009492192,1,1,1
415,125.7,OH,0.036173357,1,1,1
408,117.8,OH,0.760981723,1,1,1
415,114.8,OH,0.004458066,1,1,1
510,111.1,OH,2.220446049e-16,1,1,1
415,106.6,OH,0.006160058,1,1,1
415,106.4,OH,0.003955773,1,1,1
408,105,OH,0.237886258,1,1,1
408,91.1,OH,0.001989953,1,1,1
510,329.8,OK,1.000000000,1,1,1
408,288.8,OK,1.000000000,1,1,1
408,273,OK,2.722369671e-11,1,1,1
415,269.7,OK,1.000000000,1,1,1
415,260.4,OK,5.851119432e-11,1,1,1
415,253.1,OK,1.633274987e-11,1,1,1
415,243.9,OK,2.220446049e-16,1,1,1
408,237.1,OK,4.478852912e-12,1,1,1
408,229.3,OK,3.045480627e-13,1,1,1
408,214.7,OK,2.220446049e-16,1,1,1
415,213.8,OK,2.220446049e-16,1,1,1
408,209.6,OK,2.220446049e-16,1,1,1
415,208.3,OK,2.220446049e-16,1,1,1
510,206.7,OK,5.505236714e-11,1,1,1
415,206.3,OK,8.215207570e-12,1,1,1
415,205.2,OK,2.220446049e-16,1,1,1
510,203.4,OK,4.022818654e-12,1,1,1
415,203.1,OK,2.220446049e-16,1,1,1
415,201.3,OK,1.222236877e-10,1,1,1
415,198.7,OK,2.220446049e-16,1,1,1
510,188,OK,8.553258258e-12,1,1,1
510,180.9,OK,2.220446049e-16,1,1,1
415,179.2,OK,2.220446049e-16,1,1,1
408,176.8,OK,2.119828923e-11,1,1,1
510,176.3,OK,1.475772768e-13,1,1,1
408,175.4,OK,3.612442141e-11,1,1,1
510,169.3,OK,2.220446049e-16,1,1,1
415,166.7,OK,2.220446049e-16,1,1,1
408,166.4,OK,2.220446049e-16,1,1,1
415,166,OK,2.220446049e-16,1,1,1
415,164.9,OK,2.220446049e-16,1,1,1
415,164.2,OK,2.220446049e-16,1,1,1
510,162.4,OK,1.000000000,1,1,1
408,162.3,OK,2.220446049e-16,1,1,1
510,155.2,OK,2.220446049e-16,1,1,1
510,138.4,OK,1,1,1,1
415,134.7,OK,2.220446049e-16,1,1,1
415,128.7,OK,2.220446049e-16,1,1,1
415,121.1,OK,2.220446049e-16,1,1,1
415,116.9,OK,2.220446049e-16,1,1,1
415,104.9,OK,2.220446049e-16,1,1,1
408,65.4,OK,2.220446049e-16,1,1,1
408,61.6,OK,2.220446049e-16,1,1,1
408,47.4,OK,2.220446049e-16,1,1,1
510,2.6,OK,1.581052191e-12,1,1,1
415,324.7,OR,0.202124193,1,1,1
415,263.8,OR,0.999848548,1,1,1
408,261.2,OR,1,1,1,1
510,259.4,OR,1.000000000,1,1,1
408,256.4,OR,1.000000000,1,1,1
415,252,OR,0.761269227,1,1,1
415,242.5,OR,0.891283959,1,1,1
510,240.8,OR,1.106632788e-10,1,1,1
415,234.4,OR,0.639830081,1,1,1
415,234.2,OR,0.037288270,1,1,1
510,233.8,OR,8.360536135e-13,1,1,1
510,232.1,OR,6.256133477e-12,1,1,1
408,226.5,OR,8.640386324e-11,1,1,1
415,221.3,OR,0.047987552,1,1,1
408,219.6,OR,2.220446049e-16,1,1,1
415,216.6,OR,0.001876324,1,1,1
415,215.4,OR,0.529600522,1,1,1
415,213.7,OR,0.191219082,1,1,1
510,213.5,OR,2.220446049e-16,1,1,1
415,211.2,OR,0.832658354,1,1,1
415,208.8,OR,0.088558255,1,1,1
415,207.8,OR,0.006678341,1,1,1
510,206.2,OR,9.052825744e-12,1,1,1
415,204.6,OR,0.252491613,1,1,1
510,203.7,OR,2.220446049e-16,1,1,1
510,199.6,OR,2.220446049e-16,1,1,1
408,196.6,OR,2.722792779e-11,1,1,1
415,196.5,OR,0.046861742,1,1,1
